What is your opinion on Firefly,Do you think she is a good character,What is the nature of her relationship with the Traiblazer before they joined the Astral Express,What is the nature of her relationship with the Traiblazer now,How do you view her current relationship with the Trailblazer,What would you think if their relationship ended up explicitly  romantic,What would you think if their relationship ended up explicitly friendly,What would you think if their relationship ended up explicitly professional,What would you think if their relationship ended up explicitly strangers,What would you think if their relationship ended up explicitly enemies,Do you think that the Trailblazer is more of a Self-Insert Character,Do you feel that romantic relationships become the main focus in a story at the expense of other plot points,What do you think of Firefly's visual,What do you think of Firefly's personality,What do you think of Firefly's backstory lore and current place in the story,How Similar do you think Firefly is to the Trailblazer,How compatible do you think Firefly and Traiblazer are,Was it a disappointment to learn about her true identity as Sam
I dislike her character,She is average,Friends,Friends,less negative,negative,less positive,neutral,negative,less positive,even less negative,negative,neutral,neutral,neutral,neutral,neutral,neutral
I dislike her character,She is average,Something else,Something else,less negative,negative,neutral,positive,negative,positive,even less negative,negative,less negative,neutral,less positive,less negative,neutral,negative
I dislike her character,Her writing is not over,Coworker,Coworker,less negative,less negative,less negative,neutral,neutral,less negative,less negative,less negative,less negative,neutral,less negative,negative,negative,negative
I dislike her character,She is average,Something else,Coworker,less negative,negative,less positive,less positive,less positive,less negative,less positive,neutral,positive,less negative,neutral,neutral,neutral,negative
I dislike her character,She is a bad character,Enemies,Strangers,less negative,negative,neutral,less positive,neutral,less positive,less negative,negative,neutral,neutral,neutral,less negative,less negative,negative
I dislike her character,She is a bad character,Strangers,Strangers,less negative,negative,negative,negative,less positive,neutral,even less poitive,less negative,less negative,less negative,neutral,negative,less negative,negative
I dislike her character,She is average,Coworker,Strangers,less negative,negative,neutral,neutral,negative,positive,even less negative,positive,neutral,neutral,less negative,less negative,neutral,neutral
I dislike her character,She is an awful character,Coworker,Coworker,less negative,negative,neutral,neutral,less positive,less positive,less negative,positive,negative,less negative,neutral,less negative,less negative,negative
She is my favorite character of the game,She is a great character,Friends,Friends,less negative,less positive,less positive,neutral,less negative,neutral,less negative,neutral,positive,positive,positive,neutral,less positive,positive
She is my favorite character of the game,Her writing is not over,Friends,Friends,less negative,less negative,less negative,positive,less positive,neutral,negative,less negative,less positive,less positive,positive,neutral,less positive,positive
She is one of my favorite character,Her writing is not over,Strangers,Friends,less negative,neutral,positive,negative,negative,neutral,negative,negative,positive,less positive,positive,negative,neutral,positive
She is one of my favorite character,She is a great character,Friends,Lovers,less negative,less positive,neutral,less negative,negative,negative,even less negative,neutral,positive,positive,less positive,neutral,less positive,positive
She is one of my favorite character,Her writing is not over,Strangers,Coworker,less negative,negative,less positive,positive,less negative,neutral,even less poitive,less positive,less positive,less positive,less positive,neutral,neutral,negative
She is one of my most hated character,She is average,Friends,Friends,less negative,negative,neutral,neutral,less negative,neutral,neutral,neutral,less negative,less negative,neutral,neutral,negative,negative
She is one of my most hated character,She is a bad character,Coworker,Strangers,less negative,negative,less positive,less positive,neutral,less positive,even less poitive,negative,less negative,less negative,less positive,less negative,less negative,negative
She is one of my most hated character,She is a bad character,Friends,Friends,less negative,negative,neutral,less positive,less negative,neutral,negative,neutral,neutral,less negative,neutral,less negative,less negative,less negative
She is one of my most hated character,She is an awful character,Strangers,Something else,less negative,negative,less negative,neutral,less positive,positive,even less negative,negative,positive,less negative,negative,less negative,neutral,negative
She is one of my most hated character,She is a bad character,Strangers,Friends,less negative,negative,neutral,less positive,neutral,positive,negative,neutral,less negative,less negative,less negative,negative,neutral,negative
She is one of my most hated character,She is average,Strangers,Friends,less negative,less negative,less positive,less positive,less negative,less positive,neutral,less negative,less negative,neutral,neutral,negative,less negative,neutral
She is one of my most hated character,Her writing is not over,Strangers,Friends,less negative,negative,neutral,neutral,neutral,neutral,even less poitive,negative,negative,negative,less positive,negative,neutral,negative
I am indifferent,She is average,Coworker,Strangers,negative,negative,neutral,positive,less negative,negative,less negative,less negative,neutral,neutral,neutral,less negative,neutral,negative
I am indifferent,She is average,Strangers,Coworker,negative,negative,neutral,less positive,less negative,negative,less positive,neutral,neutral,neutral,less positive,neutral,neutral,negative
I am indifferent,She is a bad character,Strangers,Coworker,negative,negative,less positive,less positive,less positive,neutral,neutral,neutral,less negative,less negative,neutral,neutral,neutral,less positive
I dislike her character,Her writing is not over,Something else,Friends,negative,negative,less positive,less positive,neutral,less negative,even less poitive,neutral,neutral,negative,less negative,less negative,negative,less negative
I dislike her character,She is a bad character,Something else,Friends,negative,negative,neutral,less positive,positive,positive,neutral,negative,less negative,negative,neutral,negative,negative,less negative
I dislike her character,She is average,Strangers,Strangers,negative,negative,neutral,positive,positive,positive,even less negative,positive,less negative,negative,negative,negative,negative,neutral
I dislike her character,She is a bad character,Coworker,Lovers,negative,negative,neutral,neutral,positive,less positive,less negative,negative,less negative,less negative,neutral,neutral,negative,negative
I dislike her character,Her writing is not over,Friends,Something else,negative,negative,less positive,less positive,neutral,neutral,negative,positive,negative,less negative,neutral,less negative,neutral,negative
I dislike her character,She is average,Coworker,Friends,negative,negative,positive,positive,positive,positive,even less negative,negative,neutral,less negative,less positive,negative,less negative,negative
I dislike her character,She is a bad character,Enemies,Strangers,negative,negative,neutral,less positive,positive,positive,even less negative,negative,neutral,less negative,less negative,neutral,less negative,negative
I dislike her character,She is average,Coworker,Strangers,negative,negative,neutral,neutral,neutral,less positive,neutral,neutral,neutral,negative,less negative,less negative,negative,negative
